Movie Name,Genres,Time,Rating,Top Cast,Music,War,Horror,TV Movie,Romance,Drama,History,Mystery,Fantasy,Crime,Comedy,Family,Animation,Thriller,Adventure,Science Fiction,Action
Whisper of the Witch (2024),"Horror, Thriller",90,68,Arthur BeschastnyПол      Maryana SpivakСофия      Sofya ShidlovskayaЯна      Igor GrabuzovНик      Sergey SafronovАртур      Valeria KotДжули      Ilya VinogorskyРон      Kirill RusinКевин      Artyom FadeevMarina GrishakovaRavil BatyrovIvan RysinSemyon DorinKolya NeukoellnKirill YakushenkoElena AgeevaAleksey LysenkoIvan GoryachevAndrey KnyazevMaxim Ivanov,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SpongeBob Squarepants: Kreepaway Kamp (2024),"TV Movie, Family, Comedy, Horror, Animation",45,70,Tom KennySpongeBob / Cabin / Clam / Snail / Tall Tail / Vampire Monster / Sea Urchins / Jellyfish / Anchovies (voice)      Bill FagerbakkePatrick / Anchovy #2 / Roh / Sea Urchins / Anchovies (voice)      Rodger BumpassSquidward / Regigilled / The Creeper / Sea Urchins (voice)      Clancy BrownMr. Krabs / Anchovies (voice)      Carolyn LawrenceSandy / Rea / Teen Girls / Sea Urchins / Anchovies (voice)      Mr. LawrencePlankton / Larry the Lobster / Anchovy #1 / Sea Bunnies / Sea Urchins (voice)      Lori AlanPearl / Teen Girls (voice)      Carlos AlazraquiHarvey / Anchovy #3 / Sea Bunnies / Sea Urchins / Nobby / Orange Fish (voice)      Dee Bradley BakerBubble Bass / Kevin C. Cucumber / Craig Mammalton / Kidferatu / Rock Monster / Anchovies (voice)      India de BeaufortMaisey Manes (voice)      Grey DeLislePreda Tory / Big Roxie / Elwood (voice) (as Grey DeLisle)      Mary Jo CatlettMrs. Puff (voice)      John GegenhuberJimmy Blobfish / Anchovies (voice)      Jess HarnellThe Kraken (voice)      Kate HigginsLittle Roxie / Narlene (voice)      Sirena IrwinLady Upturn / Nurse Helga / Mo / Teen Girls (voice)      Jill TalleyKaren / Sea Urchins (voice)      Alexander WardNosferatu      ,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
Canary Black (2024),"Action, Thriller, Crime",103,64,केट बेकिंस्लेAvery Graves      Rupert FriendDavid Brooks      Saffron BurrowsElizabeth Mills      Ray StevensonJarvis Hedlund      Goran KostićBreznov      Ben MilesDCIA Nathan Evans      Jaz HutchinsAgent Maxfield      Romina TonkovićSorina      Ana CilasAbby      Emma GojkovićEvans Assistant      Igor PečenjevHostage Agent      Andrei LenartNiklaus      Luka AlagićLaszlo Stoica      ,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
The Crow (2024),"Action, Fantasy, Horror",111,59,Bill SkarsgårdEric      FKA twigsShelly      Danny HustonVincent Roeg      Josette SimonSophia      Laura BirnMarion      Sami BouajilaKronos      Karel DobrýRoman      Jordan BolgerChance      Sebastian OrozcoDom      David BowlesWickham      Tundy SmithLex      Samba GoldinJay      Isabella WeiZadie      Jordan HajAdam      Dukagjin PodrimajDetective Milch      Darija PavlovičováGray      Caolan O'Neil-FordePunk Inmate      Janek GregorLarge Inmate      Lukáš Duy Anh TranSkinny Inmate      Solo UniackeYoung Eric      Brian CaspeSimon Elbe / Therapist      Peter Parker MensahKelly (Guard)      Gregory GudgeonJames      Bethany AdamsClinical Aid      Jakub StrachChance Friend #4      Robert James RichChance Friend #1      Vladimír NezdarilChange Friend #2      Beáta GolováChance Friend #3      Jim HighUniformed Cop #1      Seam TurayUniformed Cop #2      Lada BočkováSoloist #1      Daniel MatoušekSoloist #2      David EvropejskýMentor      Monika KvasničkováEric's Mother      Andrea MiltnerMusic Teacher      Paul MaynardCard Dealer      Leona SkleničkováEmma      Sinéad PhelpsEMT #1      Daniel SzelezsánEMT #2 Kronos Look Alike      Emmanuel IloegbunamDrug Dealer      Paul DeanGuard      Antonín HausknechtFriendly Driver (Stunt Driver)      Baha ChbaniArabic Businessman #2      Ahmad AlhadiArabic Businessman #1      Jan BudařOpera Fighter      ,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
The Lord of the Rings: The War of the Rohirrim (2024),"Animation, Fantasy",134,69,Brian CoxHelm Hammerhand (voice)      Gaia WiseHéra (voice)      Luke PasqualinoWulf (voice)      Laurence Ubong WilliamsFréaláf Hildeson (voice)      लॉरैन ऐशबोर्नOlwyn (voice)      Shaun DooleyFreca (voice)      Benjamin WainwrightHaleth (voice)      Yazdan QafouriHáma (voice)      Miranda OttoÉowyn (voice)      Michael WildmanGeneral Targg (voice)      Janine DuvitskiOld Pennicruik (voice)      Bilal HasnaLief (voice)      Jude AkuwudikeLord Thorne (voice)      Billy BoydShank (voice)      Dominic MonaghanWrot (voice)      Alex JordanLord Frygt (voice)      Bea DooleyYoung Héra (voice)      Elijah TamatiYoung Wulf (voice)      Will GodberYoung Rohan Refugee (voice)      Christopher LeeSaruman (voice)      Calum GittinsWildman (voice)      Matt BeachenDunharrow Captain (voice)      ,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
A Nonsense Christmas with Sabrina Carpenter (2024),Music,50,75,Sabrina CarpenterSelf      Chappell RoanSelf      Kali UchisSelf      Shania TwainSelf      Cara DelevingneSelf      Jillian BellSelf      Kyle MooneySelf      Owen ThieleSelf      Quinta BrunsonSelf      Nico HiragaSelf      Megan StalterSelf      Sean AstinSelf      TylaSelf      Gaynor HicksSelf      Oriane ServeilleSelf      Denise CariteSelf      Treylyn InaySelf      Jamal MooreSelf      Kirsten EdkinsSelf      Solomon DorseySelf      Peter DyerSelf      Natsuki MiyaSelf      Jazz SmithSelf      RJ KellySelf      Nycole AltchilerSelf      Cherry DavisSelf      Jay TellisSelf      Mikey B. Martinez IIISelf      Tim StewartSelf      ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Flesh (1991),"Drama, Romance",90,53,Sergio CastellittoPaolo      Francesca DelleraFrancesca      Philippe LéotardNicola      Farid ChopelAldo      Petra ReinhardtGiovanna      Gudrun GundlachNursing woman on the beach      Nicoletta BorisOwner of the Bar      Alessandro De SantisSon of the owner of the bar      Eleonora CecereDaughter of Paolo      Massimo BucchiPriest      Sonia TopazioSupermarket Cashier      Pino ToscaCarabiniere      Matteo RipaldiClelia PiscitelliElena WiedermannDaniele FralassiSalvatore EspositoFulvio Falzarano,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
The Aunts (2024),Horror,87,70,Ximena SariñanaCamila NuñezDiego KleinRoberto Quijano,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IF (2024),"Comedy, Fantasy, Family",104,72,"Cailey FlemingBea      रयान रेनॉल्ड्सCal      जॉन क्रज़िन्स्कीDad / Marshmallow (voice)      Fiona ShawGrandmother      Steve CarellBlue (voice)      Phoebe Waller-BridgeBlossom (voice)      Louis Gossett Jr.Lewis (voice)      Alan KimBenjamin      Liza Colón-ZayasJanet      Bobby MoynihanJeremy      Catharine DaddarioBea’s Mom      Audrey HoffmanBea (Ages 3 & 5)      Laquet Sharnell PringleReceptionist      Ed HerbstmanDeli Guy      Barbara AndresWoman Upstairs      Alexander RiveroCustodian      Shauna PinkettHospital Receptionist      Sa'Raya Paris Johnson7 Year-Old Girl      Marta Siteiya MoipeiCoffee Shop Barista      David WeissmannYoung Jeremy      AwkwafinaBubble (voice)      Emily BluntUnicorn (voice)      जॉर्ज क्लूनीSpaceman (voice)      ब्रैडली कूपरIce (voice)      मैट डैमनFlower (voice)      Bill HaderBanana (voice)      Richard JenkinsArt Teacher (voice)      Keegan-Michael KeySlime (voice)      ब्लैक लिवलीOctopuss (voice)      Sebastian ManiscalcoMagician Mouse (voice)      Christopher MeloniCosmo (voice)      Matthew RhysGhost (voice)      सैम रॉकवेलGuardian Dog (voice)      Maya RudolphAlligator (voice)      Amy SchumerGummy Bear (voice)      Allyson SeegerViola (voice)      Jon StewartRobot (voice)      Craig ""Radioman"" CastaldoRadio Man (uncredited)      ",0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
Bagman (2024),"Horror, Thriller",92,61,Sam ClaflinPatrick McKee      Antonia ThomasKarina      Caréll Vincent RhodenJake McKee      Will DavisBagman      Adelle LeonceAnna      William HopeChief Isaacs      Steven CreeLiam McKee      Sharon D. ClarkeBarbara      Henry PettigrewDon      Neil LinpowOfficer Rawls      Frankie CorioEmily      ,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Soul Eater (2024),"Thriller, Horror, Crime, Mystery",111,62,Virginie LedoyenÉlisabeth Guardiano      Paul HamyFranck De Rolan      Sandrine BonnaireDocteur Carole Marbas      Malik ZidiFabrice Gonnet      Emmanuel LanziLe motard      Christophe FavreHenri Maublanc      Jérémy MargalléM. Vasseur      Francis RenaudBrigadier-Chef Marcelin      Elisabeth DudaPascale Minot      Lya Oussadit-LessertJeanne Maublanc      Chloé CoulloudValentine Schwarz      Wendy GrenierNina      Emmanuel BonamiArnaud      Antoine LevannierBenjamin Cortes      Oliver BodartRaphaël Pietranovsky      Stéphane DausseLe prêtre      Juliette WipplerFille d'Elisabeth      Maxime NietoOlivier Taurand      Cameron BainEvan Vasseur      Audrey GolayMme Vasseur      Karine KoscMaryse Maublanc      Charlène CudratSecrétaire Accueil Hôpital      Thomas RezetteDroucourt      François VataireRéceptionniste de l'hôtel      Valérie HerterInfirmière de l'hôpital      Élia St-PierreJeanne Maublanc (voice)      ,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
Pleasure (2021),Drama,108,62,"Sofia KappelBella Cherry      Zelda MorrisonJoy      Tee ReelMike      Evelyn ClaireAva      Chris CockBear      Dana DeArmondAshley      Kendra SpadeKimberly      Mark SpieglerSpiegler      Eva MelanderMother (voice)      Lucy HartCaesar      John StrongBrian      Ryan McLaneZander      Axel BraunAxel      Charlotte CrossAbella      Xander CorvusKeith      Ivy SherwoodFunny Girl      Kasia SzarekSophia - Make-up Girl #1      Chanel PrestonChanel      Casey CalvertCasey      Aiden StarrAiden Starr      Mick BlueJules      Jack BlaqueJason      Nathan BronsonDan      Bill BaileyAdam      Steve HolmesChristian      Juliette MarchJuliette      Abella DangerAbella Danger      Gina ValentinaGina Valentina      Maja KinNora Moore, Spiegler Girl (uncredited)      Reza AzarJoe      Small HandsDex      Derrick PierceChris      Tommy PistolMike (director)      Claudio BergaminClaudio      Alice GreyAliah      Marc KramerAxel's PM      Peter WarrenPeter / Ray      Eric John GrossbeckPorn Actor      Yoshi NurijumiSecurity Guard / End Party      Cammy DarlingMakeup Girl #2      David FreemanPhotographer #1      Jay AllanPhotographer #2      Anthony Elias ContrerasICE Agent      Victor SiegelPorn Cameraman      Michael ThompsonRoger      Devin McGeeTechnician      Kelvin Batiste Jr.Technician #2      Ex LibrisRigger      Mana AfsharBathroom Girl #1      Danielle AlexandriaBathroom Girl #2      Rusty NailsCrew Member      Ken Melvoin-BergCrew Member #2 / BBG Shoot / Bill      Sean StearleyCrew Member #3 - BGG Shoot      RuckusRuckus      Timi MasonStaff      Jules JordanJules Jordan (uncredited)      Pryde PierceVIP Partygoer (uncredited)      Parker StuartDavid (uncredited)      Ester UddénSpiegler Girl (uncredited)      Jason TolerMike      ",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Haunting Of The Immaculate Nurse (2024),Horror,107,58,Paulina GaitánRebeca      Azul GuaitaVanessa      Iazua LariosLuciana      Adriana LlabrésAriana      Patricia Reyes SpíndolaHortensia      Karla GarridoEnfermera Recepcionista      Enoc LeañoDr. Sánchez      Fernanda Echevarría del RiveroEulalia      Carlos ValenciaRamírez      David FridmanArturo Linares      Patricia MaqueoPaula      Tony Dalton,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kingdom of the Planet of the Apes (2024),"Science Fiction, Adventure, Action",145,71,Owen TeagueNoa      Freya AllanNova / Mae      Kevin DurandProximus Caesar      Peter MaconRaka      William H. MacyTrevathan      Eka DarvilleSylva      Travis JefferyAnaya      Lydia PeckhamSoona      Neil SandilandsKoro      Ras-Samuel Welda'abzgiLightning      Sara WisemanDar      Kaden HartcherOda / Rust      Andy McPheeHonored Elder      Nina GallasYoungster #1      Samuel FaléYoungster #2      Dichen LachmanKorina      Virginie LaverdureLead Tech      Markus HamiltonTech #1      Benjamin ScottTech #2      Nirish Bhat SurambadkaYoungster #3      Frances BerryLaika      Peter HayesFeral Human #1      Sheree da CostaFeral Human #2      Souleymane DiasseFeral Human #3      Olga MillerFeral Human #4      Dmitriy MillerFeral Human #5      Anastasia MillerFeral Human #6      Michael SpudicTech #3      Karin KonovalMaurice      Terry NotaryRocket      ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
The Garfield Movie (2024),"Animation, Comedy, Family, Adventure, Action",101,71,क्रिस प्रैटGarfield (voice)      Samuel L. JacksonVic (voice)      Hannah WaddinghamJinx (voice)      Ving RhamesOtto (voice)      निकोलस हॉल्टJon (voice)      Cecily StrongMarge Malone (voice)      Harvey GuillénOdie (voice)      Brett GoldsteinRoland (voice)      Bowen YangNolan (voice)      स्नूप दॉगMaurice (voice)      Janelle JamesOlivia (voice)      Angus CloudSnickers (voice)      Jeff FoxworthyZapped Bird (voice)      Eugenia CarusoMaria (voice)      Luke Cinque-WhiteVito (voice)      Dev JoshiLiz (voice)      Chana KeeferRom-Com Woman (voice)      Mark KeeferRom-Com Man (voice)      Edward MontgomeryFitness Bike Instructor (voice)      Mark DindalSleep App Voice (voice)      Cameron Bernard JonesBarry / Lactose Farms Phone Operator (voice)      Darren ForemanUsed Catapult Customer (voice)      Timothy QuinlanFind My Pet Voice (voice)      Matt RippySpanish Find My Pet Voice / Farmhand (voice)      Alicia Grace TurrellEthel / Lactose Farms Phone Operator (voice)      Eric LorenRoadkill / Busboy (voice)      Melli BondFish Market Worker (voice)      Lynsey MurrellTour Guide Tracy (voice)      Amelia SciandraPA Announcer (voice)      Jennifer WoodwardPA Announcer (voice)      Hannah FelixPound Worker (voice)      ,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1
Project Silence (2024),"Action, Thriller, Horror, Science Fiction",96,71,Lee Sun-kyunCha Jung-won      Ju Ji-hoonJobak      Kim Hee-wonDr. Yang      Moon Sung-keunByung-hak      Ye Su-jeongSoon-ok      Kim Tae-wooJung Hyun-baek      Park Hee-vonMi-ran      Park Ju-hyunYu-ra      Kim Su-anCha Kyung-min      Ha Do-kwonCaptain Kang      Jang GwangDefense Minister      Choi Jung-wooChief secretary      Ku Sung-hwanBus driver      Park Ho-sanIntelligence Commander      Moon Byeong-juBJ      Song You-hyunKyung-min's mother      Jang Tae-minOfficial      Yoo YeonOfficial      Kwak Jin-seokCommando commander      Ahn Seong-bongStaff sergeant      ,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1
F Marry Kill (2024),"Comedy, Thriller",97,67,Lucy HaleEva Vaugh      Virginia GardnerKelly      Brooke NevinValerie      Jedidiah GoodacreKyle      Brendan MoranMitch      Samer SalemNorman      Bethany BrownRobin      JayR TinacoAnthony      Haley Victoria HuntSheryl      RJ FetherstonhaughJake      Edem NyamadiBrad      Laura YengaWinnie      Pete MacLeodFinance Scam Date      ,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Beetlejuice Beetlejuice (2024),"Comedy, Fantasy, Horror",105,71,Michael KeatonBeetlejuice      विनोना रायडरLydia      Catherine O'HaraDelia      जेना ओर्टेगाAstrid      Justin TherouxRory      विलेम डाफ़ोJackson      मोनिका बेलुचीDelores      Arthur ContiJeremy      Nick KellingtonBob - Shrinker      Santiago CabreraRichard      Burn GormanFather Damien      Danny DeVitoJanitor      Sami SlimaneLe Tigre      Amy NuttallJane Butterfield      Mark HeenehanClive      Charlie HopkinsonClive (voice)      Liv SpencerOlga      Skylar ParkLittler Jane      Matt LyonsDave - Shrinker      Jane LeaneyJeremy's Mom      David AyresJeremy's Dad      Sophie HollandHot Dog Lady on a Stick      Walles HamondeGlen - Director      Max PembertonSurfer Dude      Rebecca O'MaraJody Welch      Adam SpeersEmmet Welch      Daryl KwanEddy      Caroline LawrieDead Cat Lady      Philip PhilmarHooded Pagan      Stephen K. AmosConductor      Sean VerreJosh      Noah MendesEthan      Juliana YazbeckMummy Immigration Officer      Bea SvistunenkoNadia      Filipe CatesVlad      Alex Michael StollTV Interviewer      Rupi LalAstrid's Doctor      Georgina BeedleJackson's Secretary      Stefano MarchettiItalian Narrator (voice)      James FisherDetective (uncredited)      Ian HawkinsFuneral Mourner (uncredited)      टिम बर्टनBaby Beetlejuice (voice) (uncredited)      ,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
My Hero Academia: You're Next (2024),"Animation, Action, Adventure, Science Fiction",110,68,Daiki YamashitaIzuku Midoriya (voice)      Nobuhiko OkamotoKatsuki Bakugo (voice)      Yuki KajiShoto Todoroki (voice)      मामोरू मियानोGiulio Gandini (voice)      Meru NukumiAnna Scervino (voice)      Kenta MiyakeDark Might (voice)      Ayane SakuraOchako Uraraka (voice)      Kaito IshikawaTenya Iida (voice)      UokenHugo (voice)      Yuki OnoKamil (voice)      Minako KotobukiDeborah (voice)      Yusuke KobayashiPaulo (voice)      Michitake KikuchiSimon (voice)      Masaki TerasomaBruno (voice)      ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
Female Teacher: In Front of the Students (1982),"Drama, Mystery, Horror",69,66,Rushia SantôReiko / Teacher      Rina OkaKumi / Girl Friend of Takuya      Kyôko SagamiSyôko / Teacher      Toshiyuki KitamiAkiyama / Teacher      Toru NakaneTakuya / High School Boy      Hiromichi HoriTakashi      Masaaki Kishi桑田      Toshio Yoshikawa若森      ,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
365 Days: This Day (2022),"Romance, Drama",111,59,Anna-Maria SiekluckaLaura Torricelli      Michele MorroneMassimo Torricelli / Adriano Torricelli      Simone SusinnaMarcelo 'Nacho' Matos      Magdalena LamparskaOlga      Otar SaralidzeDomenico      Natasza UrbańskaAnna      Ramón LangaDon Fernando Matos      Ewa KasprzykKlara      Dariusz JakubowskiTomasz      Tomasz MandesTommaso      Blanka LipińskaElena      Natalia SiwiecEmi      Karolina PisarekAmelia      Robert WabichPriest      Sławomir MandesItalian Man      Rafał IwaniukLaura's bodyguard      Natalia KarpińskaAdrianna ChlebickaMonika Grabarczyk (archive footage) (uncredited)      Tomasz KarolakSchool Principal (archive footage) (uncredited)      ,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
